date,open,high,low,close,volume,count,capital
2000-01-12,219.38,221.51,216.98,221.33,468530000,139656,21485001000
2000-01-13,223.37,223.64,219.43,221.57,562607000,160885,24805637000
2000-01-14,224.42,225.63,219.22,222.88,567132000,151711,22003534000
2000-01-15,225.53,226.88,222.33,226.88,453720000,129861,18830046000
2000-01-17,228.3,229.91,225.96,229.14,429903000,123216,18764422000
2000-01-18,229.47,229.51,225.01,226.72,409468000,124644,16936341000
2000-01-19,225.97,230.29,225.97,226.96,522227000,141798,20251782000
2000-01-20,227.57,229.37,224.99,229.37,387327000,116371,16428016000
2000-01-21,230.5,235.29,230.5,234.85,556192000,152828,23989582000
2000-01-24,238.56,241.55,238.03,241.42,626520000,169244,27222313000
2000-01-25,241.9,245.37,239.48,244.61,718970000,201417,28687876000
2000-01-26,248.36,251.53,246.82,250.96,725243000,197556,29766800000
2000-01-27,252.89,254.96,246.42,247.52,803616000,217309,30311561000
2000-01-28,246.6,246.6,242.36,243.77,611389000,165748,21768824000
2000-01-29,239.56,245.05,238.61,245.05,428496000,126424,18171458000
2000-01-31,245.71,252.35,245.24,252.35,438920000,128877,20783209000
2000-02-01,256.75,258.22,255.07,258.08,573116000,166114,26816070000
2000-02-09,268.0,269.51,262.81,268.84,654464000,173321,31347815000
2000-02-10,270.91,273.74,267.05,273.32,839041000,223849,37106175000
2000-02-11,278.31,281.27,274.33,279.79,821804000,229744,37949460000
2000-02-14,281.09,283.47,276.9,277.83,889648000,260085,42869155000
2000-02-15,277.8,278.03,267.31,271.23,763862000,229224,33729875000
2000-02-16,272.01,277.57,272.01,276.5,650633000,186123,28934385000
2000-02-17,279.01,281.7,278.58,280.59,731129000,206348,35189723000
2000-02-18,284.71,286.19,278.44,280.73,665789000,198271,32239207000
2000-02-19,279.91,282.48,277.64,282.48,559004000,171268,28210186000
2000-02-21,284.82,284.82,271.76,273.3,595178000,177271,28753760000
2000-02-22,268.81,269.64,257.97,262.61,546396000,169310,25518260000
2000-02-23,261.65,266.75,261.17,262.73,446676000,140442,21150736000
2000-02-24,265.85,267.53,261.89,263.4,444116000,134226,21578326000
2000-02-25,264.59,264.59,254.48,256.1,450276000,149955,26851124000
2000-02-29,259.39,261.48,255.39,257.1,359194000,116195,20933190000
2000-03-01,262.78,266.86,262.78,266.78,405893000,124219,21183058000
2000-03-02,271.66,271.66,263.79,266.32,490384000,146568,24630194000
2000-03-03,266.89,271.73,266.4,271.73,472314000,153100,26521291000
2000-03-04,275.65,275.86,271.79,273.37,554682000,191732,32977615000
2000-03-06,274.45,274.45,270.81,273.4,582013000,193843,36702393000
2000-03-07,274.01,276.68,266.28,269.31,609512000,216460,40199065000
2000-03-08,268.87,273.36,268.87,273.36,523524000,186087,35289446000
2000-03-09,275.83,281.53,275.83,281.53,603344000,200910,39100192000
2000-03-10,287.19,287.21,275.35,276.56,647515000,229661,47576900000
2000-03-13,270.3,270.3,258.35,259.29,321289000,103917,18003898000
2000-03-14,248.66,253.35,247.52,251.17,369968000,121742,20486655000
2000-03-15,244.28,254.1,242.23,242.91,377469000,132958,22685214000
2000-03-16,232.23,239.81,228.46,239.81,303513000,98876,15359055000
2000-03-17,238.41,242.07,235.7,241.31,409046000,131941,21582691000
2000-03-20,234.26,235.75,234.26,235.57,125823000,32447,7615758000
2000-03-21,231.47,250.7,231.47,250.7,484977000,122990,21778941000
2000-03-22,256.26,262.51,254.86,262.34,558127000,167265,31310129000
2000-03-23,272.12,277.89,272.12,277.74,489667000,136700,24814358000
2000-03-24,284.85,284.85,277.43,284.07,653449000,208829,39546308000
2000-03-27,284.67,296.05,284.67,295.41,616977000,193665,38018149000
2000-03-28,298.17,300.09,289.53,296.89,680701000,228602,42648970000
2000-03-29,292.49,296.77,289.71,296.77,504478000,172458,33074103000
2000-03-30,294.7,301.29,294.28,296.08,654228000,208670,37935463000
2000-03-31,291.45,293.49,286.94,290.72,497636000,165356,27610396000
2000-04-01,292.19,303.23,291.78,303.23,547897000,176861,32050602000
2000-04-05,300.87,309.73,300.87,309.39,666291000,203522,39390586000
2000-04-06,316.63,317.39,306.64,308.41,823125000,245909,45518285000
2000-04-07,310.56,311.81,302.82,305.57,686936000,218973,39149430000
2000-04-08,309.78,316.46,307.26,315.89,790404000,251998,47471511000
2000-04-10,320.97,327.96,320.97,326.42,834836000,259576,53937325000
2000-04-11,327.77,329.47,323.2,325.6,879687000,302089,57545162000
2000-04-12,323.73,323.73,313.98,317.58,714607000,255922,48627004000
2000-04-13,301.9,307.95,300.01,307.95,617884000,213861,35654950000
2000-04-14,296.9,306.58,296.85,297.56,585981000,203462,33240685000
2000-04-15,280.08,284.64,279.27,282.68,456518000,147893,20430908000
2000-04-17,280.84,290.45,279.89,290.45,498339000,165520,29220486000
2000-04-18,303.91,304.64,298.58,299.47,655605000,204925,36987558000
2000-04-19,305.34,305.79,290.37,293.17,527491000,182854,31461780000
2000-04-20,288.87,291.72,281.33,288.78,401076000,138114,22692624000
2000-04-21,289.73,292.44,286.64,288.22,325065000,117009,18206172000
2000-04-24,287.47,287.47,274.47,275.42,311520000,110728,15505084000
2000-04-25,266.96,275.43,266.29,275.4,335235000,122785,18802101000
2000-04-26,279.15,279.27,260.39,263.38,345454000,124799,19506040000
2000-04-27,261.85,264.68,256.63,260.09,297016000,107028,16637110000
2000-04-28,261.68,273.5,257.96,273.12,406413000,140346,24485479000
2000-04-29,273.91,276.75,269.53,271.41,342165000,124854,22641594000
2000-05-02,272.42,272.56,262.99,263.77,257242000,94000,16483923000
2000-05-03,258.35,259.1,251.57,254.92,247750000,88773,13106844000
2000-05-04,253.08,260.46,248.79,252.28,323254000,110764,17287593000
2000-05-05,249.72,262.29,248.01,262.29,272926000,98265,14802298000
2000-05-06,261.82,264.95,258.68,261.98,289971000,108037,16053312000
2000-05-08,261.77,263.41,255.92,258.38,217830000,84790,11302073000
2000-05-09,256.17,258.91,255.08,257.85,174495000,69549,8856067000
2000-05-10,258.76,262.93,257.31,258.43,210595000,78922,10846388000
2000-05-11,252.06,252.68,246.98,249.25,219151000,85383,11636706000
2000-05-12,254.14,255.9,252.29,254.04,232281000,85252,12542237000
2000-05-15,255.68,255.68,249.96,251.37,188114000,68645,10868650000
2000-05-16,252.69,261.73,251.9,261.73,256003000,89943,14454887000
2000-05-17,268.04,275.99,268.04,275.58,394347000,126320,22118811000
2000-05-18,271.78,275.28,270.39,273.42,311374000,113820,19413232000
2000-05-19,271.15,274.07,270.6,273.72,219758000,81542,12391145000
2000-05-20,271.67,273.54,260.41,263.76,284132000,96482,14287355000
2000-05-22,266.78,270.8,263.85,265.48,227371000,76311,11903941000
2000-05-23,265.19,265.19,257.43,259.52,182440000,70752,10228139000
2000-05-24,250.95,254.16,248.84,250.08,223866000,78256,10751795000
2000-05-25,253.95,254.98,246.2,247.05,191382000,68220,9231841000
2000-05-26,244.24,251.25,244.24,251.25,178634000,64708,8940198000
2000-05-29,252.28,258.69,252.28,255.73,224192000,78570,12687967000
2000-05-30,258.19,260.53,256.82,260.53,233786000,79360,14417439000
2000-05-31,268.03,268.43,266.23,268.23,359830000,117304,20093600000
2000-06-01,268.07,268.07,263.99,266.08,221125000,85036,13709159000
2000-06-02,271.97,274.48,269.35,270.14,387187000,131951,25525856000
2000-06-03,276.18,276.23,270.94,272.68,326587000,116565,21548985000
2000-06-05,273.39,275.03,270.37,274.99,269125000,97909,17674131000
2000-06-07,273.71,282.01,273.71,282.01,370379000,128323,23411908000
2000-06-08,284.13,284.88,277.59,278.23,453110000,154755,27008172000
2000-06-09,280.39,281.67,278.3,280.59,357224000,127104,23315974000
2000-06-12,280.39,280.57,275.28,277.86,292145000,104000,16686019000
2000-06-13,275.6,280.77,274.72,279.82,319875000,117360,21754530000
2000-06-14,285.39,287.62,283.03,286.17,422053000,145674,31059079000
2000-06-15,285.08,285.77,282.48,284.98,347777000,130211,25023738000
2000-06-16,283.89,285.4,280.05,282.25,321409000,123970,21593198000
2000-06-17,280.69,282.16,276.48,279.77,271818000,111232,18253210000
2000-06-19,279.18,279.18,269.7,275.41,264649000,100902,15890388000
2000-06-20,279.11,279.42,269.92,270.48,330431000,115931,18320157000
2000-06-21,270.8,271.1,266.2,267.6,282892000,97334,15147899000
2000-06-22,267.72,273.29,267.49,272.71,299906000,104020,17843245000
2000-06-23,271.52,273.39,269.84,270.57,253920000,94207,15174484000
2000-06-26,270.37,270.37,259.99,262.13,269917000,94140,15925949000
2000-06-27,263.02,264.21,256.07,256.85,228516000,90455,14411580000
2000-06-28,255.8,256.94,247.44,253.59,248537000,91012,15054022000
2000-06-29,255.16,255.16,244.02,246.27,253387000,92110,14823309000
2000-06-30,246.94,249.66,241.76,248.28,213233000,79605,12153454000
2000-07-03,247.68,248.63,238.19,240.27,201691000,74178,10872365000
2000-07-04,240.57,241.28,230.11,232.94,197477000,68743,9301250000
2000-07-05,231.27,243.45,227.97,243.45,226653000,81841,11792737000
2000-07-06,237.68,241.06,236.31,237.71,201092000,69776,10356457000
2000-07-07,238.13,241.86,234.21,235.37,166774000,62551,8861651000
2000-07-10,235.31,235.76,226.24,229.09,151655000,55642,7099909000
2000-07-11,228.43,234.21,228.08,230.38,153346000,58369,7617412000
2000-07-12,230.12,230.71,226.38,228.68,154938000,57068,7570603000
2000-07-13,231.98,239.79,231.98,239.79,223039000,75365,11672984000
2000-07-14,242.47,249.62,242.33,249.15,277190000,90194,14357045000
2000-07-15,253.06,253.47,246.78,248.35,278651000,99154,16554709000
2000-07-17,249.82,250.48,244.57,246.98,227372000,80785,13393334000
2000-07-18,245.39,245.51,237.48,238.77,191101000,71096,10920557000
2000-07-19,233.37,241.02,233.08,241.02,168594000,66243,9852520000
2000-07-20,237.29,238.32,232.99,233.61,197303000,75921,11345184000
2000-07-21,234.32,235.29,228.98,233.8,194667000,77195,12019610000
2000-07-24,231.75,233.18,229.76,230.79,146023000,54522,8309586000
2000-07-25,227.84,232.48,224.39,225.44,178616000,68865,10137696000
2000-07-26,226.47,230.79,222.96,224.3,174869000,65949,9318919000
2000-07-27,222.65,222.65,213.55,219.42,200471000,72466,10321748000
2000-07-28,214.99,224.86,214.95,224.86,218752000,78347,11660225000
2000-07-29,223.15,224.86,222.2,224.86,155543000,60071,7981813000
2000-07-31,224.74,224.9,221.01,222.0,127958000,49934,6218710000
2000-08-01,224.38,224.44,218.12,218.82,147601000,58555,7892805000
2000-08-02,218.48,219.49,212.53,213.26,153682000,59302,7681757000
2000-08-03,211.71,216.06,206.06,214.75,231073000,81104,10795875000
2000-08-04,215.04,219.45,212.94,217.92,232796000,79957,10154617000
2000-08-05,216.83,217.38,213.89,215.46,142926000,55319,6423642000
2000-08-07,213.98,215.27,212.59,214.58,121235000,45431,5266358000
2000-08-08,216.24,219.26,214.07,219.26,170996000,63481,8238338000
2000-08-09,220.87,230.73,220.69,230.73,318413000,107363,15804457000
2000-08-10,231.6,232.39,227.98,229.01,271676000,99814,14439824000
2000-08-11,227.64,230.42,227.24,229.55,237026000,84559,11815521000
2000-08-14,229.56,229.91,225.94,226.5,180561000,64161,8353906000
2000-08-15,228.31,230.34,227.26,228.67,228007000,77042,11019098000
2000-08-16,230.25,235.99,230.25,234.76,267630000,94819,14156198000
2000-08-17,236.27,242.01,234.65,241.64,375079000,132350,20719338000
2000-08-18,243.99,245.47,241.6,243.21,427146000,147889,23568994000
2000-08-19,243.54,245.69,240.88,245.69,338290000,128807,19505091000
2000-08-21,246.1,251.76,245.56,250.48,449522000,153458,25347984000
2000-08-22,249.37,249.37,239.83,241.95,367436000,141776,20703870000
2000-08-24,244.19,247.38,240.86,241.75,306340000,114414,17757335000
2000-08-25,242.62,242.72,236.38,238.37,257565000,101406,15356344000
2000-08-28,235.81,235.81,230.46,231.13,225928000,90095,14229092000
2000-08-29,227.09,231.89,222.67,231.89,292619000,110633,17603479000
2000-08-30,231.24,231.41,223.37,225.11,348298000,138435,24156251000
2000-08-31,221.23,227.6,221.01,224.74,275939000,109824,17712333000
